序号,区划层级,省份区划编码,地市区划编码,地市区划名称,区县区划编码,区县区划名称,机构层级,省份机构名称,地市机构编码,地市机构名称,区县机构编码,区县机构名称,网点机构编码,网点机构名称,主码,法定客户名称,子码,协议客户名称,业务关系码,业务关系名称,行业一级,行业二级,行业三级,客户等级,注册日期,客户经理编码,客户经理名称,首席客户经理编码,首席客户经理名称,团队编码,团队名称,统计期业务量_万件,统计期收入_万元,统计期重量_kg,对比期业务量_万件,对比期收入_万元,对比期重量_kg,col_38,col_39
999,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007708,武汉市武昌中北路揽投部,43007708,武汉市武昌中北路揽投部,C0000007664799,深圳市万象美物业管理有限公司武汉分公司,90000009549142,深圳市万象美物业管理有限公司武汉分公司,1030001986659,深圳市万象美物业管理有限公司武汉分公司(标快),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2017-01-13,01611408,詹黎黎,4006161936,李小敏,,,0,0,0,0.002,0.0235342731,12.99
1001,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007708,武汉市武昌中北路揽投部,43007708,武汉市武昌中北路揽投部,C0000009111989,湖北银行股份有限公司,90000004989280,湖北银行股份有限公司-办公室,1030001214912,湖北银行股份有限公司(标快),商企类,金融类,票据、凭证包,黄金,2015-11-23,01611764,邓万松,4006161936,李小敏,,,0,0,0,0.0176,0.1964078273,17.6
1002,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007708,武汉市武昌中北路揽投部,43007708,武汉市武昌中北路揽投部,C1100060750022,中审众环会计师事务所（特殊普通合伙）,80000009253649,中审众环会计师事务所（特殊普通合伙）-办公室,1100037415237,中审众环会计师事务所（特殊普通合伙）(标快),商企类,金融类,其他,普通,2019-09-27,01611609,韩少华,4006161936,李小敏,,,0,0,0,0.0057,0.0665114669,52.9
1003,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007708,武汉市武昌中北路揽投部,43007708,武汉市武昌中北路揽投部,C1100491779997,兴业银行股份有限公司武汉分行,80000002307495,兴业银行股份有限公司武汉分行-标快,1030000944854,兴业银行股份有限公司武汉分行(标快),商企类,金融类,行政办公,白银,2015-11-23,03304826,周帆,,,,,0,0,0,0.0036,0.050251947,10.6
1004,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007708,武汉市武昌中北路揽投部,43007708,武汉市武昌中北路揽投部,C1100501280581,财智共享（北京）技术服务有限公司,91100612923139,财智共享（北京）技术服务有限公司-湖北省财智共享派揽,1100102769737,财智共享（北京）技术服务有限公司(湖北省财智共享派揽询证函),商企类,金融类,其他,铂金,2021-12-30,03828430,夏菁,,,,,0,0,0,0.025,0.2244278109,25.9
1007,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007708,武汉市武昌中北路揽投部,43007708,武汉市武昌中北路揽投部,C1101392290615,武汉光谷信息技术股份有限公司,91101063238252,武汉光谷信息技术股份有限公司-办公室,1100205124680,武汉光谷信息技术股份有限公司(标快),商企类,IT通讯类,IT服务类,普通,2024-11-08,01610695,容大庆,,,,,0,0,0,0.0008,0.0091365327,1.5
1008,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C0000000532101,中国建设银行股份有限公司武汉钢城支行,91100342943131,中国建设银行股份有限公司武汉钢城支行,1100048864721,建设银行(中国建设银行股份有限公司武汉钢城支行),商企类,金融类,其他,白银,2020-05-09,04108686,童佳欣,4012401716,王聪,04108686,童佳欣,0.0156,0.1847169797,26.54,0.0081,0.0966171872,14.5
1009,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C0000001994092,湖北中邮物流有限责任公司,91100986810699,湖北中邮物流有限责任公司-武汉市移动小件业务（仓储中心）,1100180714575,湖北中邮物流有限责任公司(武汉市移动小件业务（仓储中心）),商企类,IT通讯类,通讯运营商,铂金,2023-12-22,04108687,陈梦园,,,,,0,0,0,0.0001,0.0010830189,0.099
1010,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C0000003914951,长江财产保险股份有限公司,90000004989796,长江财产保险股份有限公司,1030002038355,长江财产保险股份有限公司(标快),商企类,保险类,产险保单配送,白银,2015-11-23,04294189,李佳睿,4007499313,冯超,04294189,李佳睿,0.005,0.0797169815,8.801,0.0117,0.1707789927,19
1013,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1100067337435,北京嘀嘀无限科技发展有限公司武汉分公司,91100068606930,北京嘀嘀无限科技发展有限公司武汉分公司,1030001349337,北京嘀嘀无限科技发展有限公司武汉分公司(武汉寄递),商企类,商业服务类,行政寄递,普通,2019-01-18,04116711,黄彪,,,,,0,0,0,0.0019,0.0329330453,9.5
1014,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1100099476625,中信银行股份有限公司武汉分行,91101068738555,中信银行股份有限公司武汉分行-江汉2,1100207412198,中信银行股份有限公司武汉分行(美签3),商企类,金融类,其他,黄金,2024-12-06,03736715,陈磊,,,,,0,0,0,0.0001,0.000754717,0.1
1015,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1100332601816,武汉德威工程技术有限公司,91100285270028,武汉德威工程技术有限公司,1100042235558,武汉德威工程技术有限公司(标快),商企类,贸易、消费品、调换货,零售、批发,普通,2020-01-13,04116711,黄彪,4010211230,黄彪,04116711,黄彪,0.0012,0.0211320759,3.1,0,0,0
1016,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1100579627738,三峡国际招标有限责任公司武汉分公司,91100537340846,三峡国际招标有限责任公司武汉分公司,1100089777347,三峡招标(三峡国际招标有限责任公司武汉分公司),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2021-06-03,04271820,魏承睦,4012401378,郭眈,04271820,魏承睦,0.0006,0.0108490567,1.1,0.001,0.0188839796,1.2
1017,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1100860438001,湖北丹梵蔻美容护肤有限公司,91100817906946,湖北丹梵蔻美容护肤有限公司,1100119313202,丹梵蔻(湖北丹梵蔻美容护肤有限公司（代收）),商企类,生鲜特产,其他类,普通,2022-06-30,03956631,戴霁,4009406054,戴霁,03956631,戴霁,0.0002,0.004245283,1,0.0008,0.0198234811,11.6
1018,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1100930814197,湖北地龙天安物业管理有限公司,91100896210165,湖北地龙天安物业管理有限公司-（标快）,1100145627377,湖北地龙天安物业管理有限公司(标快),商企类,房产建筑,物业管理、商业中心,普通,2023-02-13,03956631,戴霁,,,03956631,戴霁,0.0002,0.0024528302,0.16,0.0001,0.0009433962,0.1
1021,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1101106321253,龙源保康风力发电有限公司,91101023595197,龙源保康风力发电有限公司,1100191774124,龙源保康(风力发电有限公司),商企类,能源、矿产、环保,电气、电力、煤气、水利,普通,2024-05-10,03760907,付媛,,,03760907,付媛,0.0028,0.0430188684,8.6,0.0036,0.0548871376,8.65
1022,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0004,0.0061320756,0.9,0,0,0
1023,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1101151927873,中国石化国际事业有限公司武汉招标中心,91100938682424,中国石化国际事业有限公司武汉招标中心,1100162453968,中石化招标(中国石化国际事业有限公司武汉招标中心),商企类,生鲜特产,其他类,普通,2023-07-14,03635497,冯超,,,,,0,0,0,0.0001,0.0009433962,0.1
1024,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1101427428358,武汉捷立尚信息科技有限公司,91101207324584,武汉捷立尚信息科技有限公司,1100246806806,武汉捷立尚信息科技有限公司(标快),商企类,IT通讯类,IT服务类,,2026-06-26,01605021,张斌,,,01605021,张斌,0.0001,0.0009433962,0.1,0,0,0
1025,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1102208460442,武汉润公子服装有限公司,91101207324573,武汉润公子服装有限公司,1100246806794,武汉润公子服装有限公司(标快),商企类,贸易、消费品、调换货,零售、批发,,2026-06-26,01605021,张斌,,,01605021,张斌,0.0001,0.0009433962,0.1,0,0,0
1026,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1102476804575,武汉华誉科技咨询有限公司,91101207324595,武汉华誉科技咨询有限公司,1100246806817,武汉华誉科技咨询有限公司(标快),商企类,IT通讯类,IT服务类,,2026-06-26,01605021,张斌,,,01605021,张斌,0.0001,0.0009433962,0.1,0,0,0
1027,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1102526032956,武汉写际服饰有限公司,91101207324562,武汉写际服饰有限公司,1100246806783,武汉写际服饰有限公司(标快),商企类,贸易、消费品、调换货,零售、批发,,2026-06-26,01605021,张斌,,,01605021,张斌,0.0001,0.0009433962,0.1,0,0,0
1028,420000,湖北省,420100,武汉市,420106,武昌区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43006300,武汉市武昌区寄递事业部,43007709,武汉市武昌余家头揽投部,43007709,武汉市武昌余家头揽投部,C1104225553266,武汉市青山区曾群物流营业部（个体工商户）,91101207325170,武汉市青山区曾群物流营业部（个体工商户）,1100246808077,武汉市青山区曾群物流营业部（个体工商户）(标快),商企类,交通运输、物流仓储,物流仓储,,2026-06-26,01605021,张斌,,,01605021,张斌,0.0001,0.0009433962,0.1,0,0,0
1029,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C0000000395513,上海宝华国际招标有限公司,90000000476771,上海宝华国际招标有限公司,1100174065005,上海宝华国际招标有限公司(特快专递),商企类,生鲜特产,其他类,白银,2023-10-12,04271833,胡尧,5022545132,胡尧,,,0,0,0,0.0047,0.060773584,5
1030,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C0000006539991,武汉钢铁集团气体有限责任公司,90000008280974,武汉钢铁集团气体有限责任公司,1100202366449,武汉钢铁集团气体有限责任公司(特快专递),商企类,能源、矿产、环保,石油、石化、化工,普通,2024-10-08,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0032,0.0361509435,3.7,0.0025,0.0269070371,2.6
1031,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C0000006551490,宝信软件（武汉）有限公司,81100350220408,宝信软件（武汉）有限公司,1100051224444,宝信软件（武汉）有限公司(特快专递),商企类,IT通讯类,IT服务类,普通,2020-05-20,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0032,0.053773585,30.05,0.0037,0.0692922796,22.3
1032,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C0000008021630,上海浦东发展银行股份有限公司武汉分行,90000009970274,上海浦东发展银行股份有限公司武汉分行,1100173638651,上海浦东发展银行股份有限公司武汉分行(特快专递),商企类,金融类,票据、凭证包,普通,2023-10-02,01611605,郭俊,4003360608,肖珺,01611605,郭俊,0.0052,0.0819811317,115.1,0.0035,0.0443930671,55.6
1036,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100001574773,武汉化工新城华润燃气有限公司,91100001586260,武汉化工新城华润燃气有限公司,1100000276579,武汉化工新城华润燃气有限公司(特快专递),商企类,商业服务类,其他,普通,2019-05-14,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0007,0.0099056604,1.5,0.0022,0.0258007612,2.8
1037,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100057374581,武汉世联兴业房地产经纪有限公司,91100058562165,武汉世联兴业房地产经纪有限公司,1030001517345,武汉世联兴业房地产经纪有限公司(特快专递),商企类,房产建筑,房地产、建筑建材、工程,普通,2018-12-19,01611605,郭俊,4007023169,张贵,01611605,郭俊,0.0003,0.0030188679,0.3,0.0017,0.0169421847,1.7
1038,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100236316328,大唐钟祥风电有限公司,91100225123748,大唐钟祥风电有限公司,1100031443119,大唐钟祥风电有限公司(特快专递),商企类,生鲜特产,其他类,白银,2019-07-22,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0093,0.15537736,60.51,0.007,0.1021771665,38.6
1039,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100249590573,湖北省建工第二建设有限公司,91100227931219,湖北省建工第二建设有限公司,1100031883319,湖北省建工第二建设有限公司(特快专递),商企类,房产建筑,房地产、建筑建材、工程,普通,2019-08-05,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0014,0.0141509433,1.55,0.0019,0.0187548895,3.5
1040,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100444371735,武汉奥山商业管理有限公司,91100403083448,武汉奥山商业管理有限公司,1100064816782,武汉奥山商业管理有限公司(特快专递),商企类,商业服务类,专业服务、咨询（财会、法律、人力资源等）,普通,2020-09-07,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0044,0.0368301896,4.4,0.0045,0.0400190765,4.09
1041,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100511553956,金科智慧服务集团股份有限公司湖北分公司,91100471815389,金科智慧服务集团股份有限公司湖北分公司,1100076512777,金科智慧服务集团股份有限公司湖北分公司(特快专递),商企类,房产建筑,物业管理、商业中心,普通,2021-01-05,03605056,龙克润,,,,,0,0,0,0.0001,0.0009433962,0.1
1042,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100521288299,希界维奥山（武汉）影城有限公司,91100481371354,希界维奥山（武汉）影城有限公司,1100079515931,希界维奥山（武汉）影城有限公司(特快专递),商企类,传媒、娱乐、体育、旅游,出版、影视、文化传播,普通,2021-01-26,01610795,吕伟,4003360608,肖珺,,,0,0,0,0.0007,0.0198273758,10.86
1043,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100566484106,武汉汉口北一号公馆建设有限公司,91100876404483,武汉汉口北一号公馆建设有限公司,1100184468137,武汉汉口北一号公馆建设有限公司(特快专递),商企类,房产建筑,房地产、建筑建材、工程,普通,2024-01-29,04033727,肖静娴,4009831528,肖静娴,,,0,0,0,0.0001,0.0009433962,0.1
1044,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100596047980,武汉运盛智配科技有限公司,91100552258694,武汉运盛智配科技有限公司,1100092645817,武汉运盛智配科技有限公司(特快专递),商企类,IT通讯类,通讯运营商,普通,2021-07-13,03319992,张珊红,,,,,0,0,0,0.0002,0.0030064048,0.2
1045,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100606114729,上海欧冶材料技术有限责任公司华中分公司,91100561961910,上海欧冶材料技术有限责任公司华中分公司,1100094031616,上海欧冶材料技术有限责任公司华中分公司(特快专递),商企类,生产加工制造业,加工制造,普通,2021-08-06,04143869,王凡,,,,,0,0,0,0.0001,0.0009433962,0.1
1046,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100627498794,武汉长信智享汽车服务有限公司,91100582340352,武汉长信智享汽车服务有限公司,1100097022552,武汉长信智享汽车服务有限公司(特快专递),商企类,交通运输、物流仓储,交通运输,普通,2021-10-13,04143869,王凡,,,,,0,0,0,0.0001,0.0009433962,0.1
1047,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100653591270,湖北天汇宸安建设工程有限公司,91100607770201,湖北天汇宸安建设工程有限公司,1100102204843,湖北天汇宸安建设工程有限公司(特快专递),商企类,房产建筑,房地产、建筑建材、工程,普通,2021-12-16,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0003,0.0035849057,0.7,0,0,0
1048,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100662328638,武汉华枫传感技术有限责任公司,91100616810745,武汉华枫传感技术有限责任公司,1100104297533,武汉华枫传感技术有限责任公司(特快专递),商企类,生产加工制造业,加工制造,普通,2022-01-10,03543166,李婕,,,,,0,0,0,0.0011,0.0239806559,4.7
1049,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100713262979,通用（武汉）自动化科技有限公司,91100662643773,通用（武汉）自动化科技有限公司,1100115193079,通用电气（武汉）自动化有限公司(特快专递),商企类,生产加工制造业,大型设备、机电设备、重工业,普通,2022-05-30,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0005,0.0069811321,1,0.001,0.2191034272,83.4
1050,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1100865103128,武汉赢城文化传媒有限公司,91100821958151,武汉赢城文化传媒有限公司,1100120869165,武汉赢城文化传媒有限公司(特快专递),商企类,传媒、娱乐、体育、旅游,出版、影视、文化传播,普通,2022-07-15,03543166,李婕,,,04028770,丁鸿鸣,0.0001,0.0004811321,1,0,0,0
1053,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1101151589822,快宝(上海)网络技术有限公司,91101016932925,快宝(上海)网络技术有限公司-快宝上门取件武汉市,1100189814441,快宝(上海)网络技术有限公司(上海)网络技术有限公司(快宝上门取件武汉市),商企类,退换货（商企）,快宝退换货（商企）,普通,2024-04-10,"03916800,03881828","徐玉婷,申莉莉",,,03916800,徐玉婷,0.0002,0.0020754717,0.2,0,0,0
1054,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1101413346879,武汉方特工业设备技术有限公司,91100963670373,武汉方特工业设备技术有限公司,1100173918157,武汉方特工业设备技术有限公司(特快专递),商企类,能源、矿产、环保,能源、矿产、采掘、冶炼,普通,2023-10-10,01611605,郭俊,,,01611605,郭俊,0.0002,0.0031132076,0.2,0.0001,0.0019729531,0.1
1055,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1101613753019,武汉华君睿房地产开发有限公司,91100976321448,武汉华君睿房地产开发有限公司,1100177075379,武汉华君睿房地产开发有限公司(特快专递),商企类,房产建筑,房地产、建筑建材、工程,普通,2023-11-14,03543166,李婕,,,,,0,0,0,0.0001,0.0009433962,0.1
1056,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43005114,武汉市青山建一路揽投部,43005114,武汉市青山建一路揽投部,C1102698708877,北京中设认证服务有限公司湖北分公司,91101063004051,北京中设认证服务有限公司湖北分公司,1100204960137,北京中设认证服务有限公司湖北分公司(特快专递),商企类,商业服务类,其他,普通,2024-11-07,01611605,郭俊,4003368583,高美娟,01611605,郭俊,0.0018,0.0122830188,11.6,0.0026,0.0158210142,11.4
1058,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43008006,武汉市青山青化路揽投部,43008006,武汉市青山青化路揽投部,C0000008278443,中国铁建港航局集团有限公司,91101199747538,中铁建港航局-中国铁建港航局集团有限公司,1100245753907,中铁建港航局(寄递服务合同（铁建）),商企类,房产建筑,房地产、建筑建材、工程,,2026-05-15,01611950,聂利青,,,01611950,聂利青,0.0005,0.0099056605,0.48,0,0,0
1062,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43008006,武汉市青山青化路揽投部,43008006,武汉市青山青化路揽投部,C1100550617916,武汉新华书店股份有限公司青山书店,91100509685533,武汉新华书店股份有限公司青山书店,1100206110675,武汉新华书店股份有限公司青山书店(特快专递),商企类,商业服务类,其他,普通,2024-11-20,01611859,陈娟,5022349426,陈娟,,,0,0,0,0.0002,0.0009056604,3.4
1065,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43008006,武汉市青山青化路揽投部,43008006,武汉市青山青化路揽投部,P0000002206943,收件人付费,80000002600873,收件人付费,1100037135382,收件人付费(武汉公司收件人付费),商企类,其他,其他,普通,2019-09-24,04033727,肖静娴,,,,,0,0,0,0,-0.0090566037,0
1066,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43008007,武汉市青山电商客户揽投部,43008007,武汉市青山电商客户揽投部,C1100975350012,湖北同胜众邮物流有限公司,91100902773257,湖北同胜众邮物流有限公司,1100148008991,湖北同胜众邮物流有限公司(电商标快),商企类,交通运输、物流仓储,交通运输,铂金,2023-03-03,01613555,江胜强,4003368583,高美娟,01613555,江胜强,0.0833,0.7116132117,6038.538,0,0,0
1067,420000,湖北省,420100,武汉市,420107,青山区,43000600,湖北省寄递事业部,43001800,武汉市寄递事业部,43000347,武汉市青山区寄递事业部,43008007,武汉市青山电商客户揽投部,43008007,武汉市青山电商客户揽投部,P8101374465773,刘文国,81100387951690,刘文国,1100061807194,刘文国(同城银行包配送),商企类,金融类,票据、凭证包,钻石,2020-08-14,"04149230,04108662","邓君鑫,罗婧",4003356186,马丽,"04108662,04149230","罗婧,邓君鑫",0.0035,1.981132076,70,0.3,5.6603773585,0
